sample_id	observed_features	shannon	simpson	sample_name	group
SRR26464278	13	2.054418225756424	0.8219547253732323	APW61	Active
SRR26464279	18	2.525878181597213	0.9014502835538752	APW60	Active
SRR26464280	30	2.9310443508907476	0.9199737684362129	APW59	Active
SRR26464291	23	2.4822368355195175	0.8668914463445311	LPW48	Latent
SRR26464292	23	2.641396295045424	0.9051331516819249	LPW47	Latent
SRR26464293	22	2.270395534322436	0.8303497023986173	LPW46	Latent
SRR26464294	34	3.0748123013542483	0.9301264067827741	CPW44	Control
SRR26464295	11	1.8624121509479796	0.8187326589456638	CPW43	Control
SRR26464296	18	2.4481698868560042	0.8739844473374594	CPW42	Control
