sample_id	SRR26464278	SRR26464279	SRR26464280	SRR26464291	SRR26464292	SRR26464293	SRR26464294	SRR26464295	SRR26464296
SRR26464278	0.0	0.2108067572116852	0.2842827439308167	0.3719515204429626	0.287240594625473	0.3372301459312439	0.1636939495801926	0.2684617042541504	0.3313764631748199
SRR26464279	0.2108067572116852	0.0	0.281866043806076	0.3562874794006348	0.2890810966491699	0.3762923777103424	0.2521995306015015	0.276999443769455	0.3250344395637512
SRR26464280	0.2842827439308167	0.281866043806076	0.0	0.3810922801494598	0.2765360772609711	0.3021480739116669	0.2757993340492249	0.3916203081607819	0.3954138159751892
SRR26464291	0.3719515204429626	0.3562874794006348	0.3810922801494598	0.0	0.3949908018112183	0.4179081618785858	0.3911258578300476	0.4010316431522369	0.4087544083595276
SRR26464292	0.287240594625473	0.2890810966491699	0.2765360772609711	0.3949908018112183	0.0	0.3051413595676422	0.2773732542991638	0.4250229299068451	0.4135516881942749
SRR26464293	0.3372301459312439	0.3762923777103424	0.3021480739116669	0.4179081618785858	0.3051413595676422	0.0	0.3499607443809509	0.4604142308235168	0.4910593628883362
SRR26464294	0.1636939495801926	0.2521995306015015	0.2757993340492249	0.3911258578300476	0.2773732542991638	0.3499607443809509	0.0	0.318935751914978	0.3484025895595551
SRR26464295	0.2684617042541504	0.276999443769455	0.3916203081607819	0.4010316431522369	0.4250229299068451	0.4604142308235168	0.318935751914978	0.0	0.3045438230037689
SRR26464296	0.3313764631748199	0.3250344395637512	0.3954138159751892	0.4087544083595276	0.4135516881942749	0.4910593628883362	0.3484025895595551	0.3045438230037689	0.0
