sample_id	PC1	PC2	variance_explained_pc1	variance_explained_pc2	sample_name	group
SRR26464278	-0.23517521914525258	0.15336786864141877	0.2063969964942811	0.1648373903413037	APW61	Active
SRR26464279	-0.2101667841305818	-0.1431515008093798	0.2063969964942811	0.1648373903413037	APW60	Active
SRR26464280	-0.033625366379453306	-0.3174324138598508	0.2063969964942811	0.1648373903413037	APW59	Active
SRR26464291	0.13504570671875057	0.07721795507802816	0.2063969964942811	0.1648373903413037	LPW48	Latent
SRR26464292	0.2713112325169455	-0.20568550382515635	0.2063969964942811	0.1648373903413037	LPW47	Latent
SRR26464293	-0.05528028308351927	0.10952492002765801	0.2063969964942811	0.1648373903413037	LPW46	Latent
SRR26464294	-0.04468228139591889	-0.12319228401005115	0.2063969964942811	0.1648373903413037	CPW44	Control
SRR26464295	-0.22176787043961604	0.2206780997682865	0.2063969964942811	0.1648373903413037	CPW43	Control
SRR26464296	0.3943408653386468	0.2286728589890473	0.2063969964942811	0.1648373903413037	CPW42	Control
