sample_id	Bacteroidota	Campylobacterota	Firmicutes	Fusobacteriota	Planctomycetota	Proteobacteria	Spirochaetota	Synergistota
SRR26464278	0.27837514934289126	0.0	0.2174432497013142	0.014336917562724014	0.0	0.48984468339307047	0.0	0.0
SRR26464279	0.44782608695652176	0.0	0.2182608695652174	0.021739130434782608	0.0	0.31217391304347825	0.0	0.0
SRR26464280	0.23344797936371453	0.0	0.32631126397248494	0.009028374892519347	0.0	0.30180567497850386	0.12381771281169389	0.005588993981083405
SRR26464291	0.5620465826651394	0.0	0.17411225658648338	0.037418862161130204	0.1244749904543719	0.10194730813287514	0.0	0.0
SRR26464292	0.22773064687168612	0.037645811240721104	0.5474549310710498	0.012725344644750796	0.0	0.15349946977730647	0.020943796394485684	0.0
SRR26464293	0.16756548536209553	0.013097072419106317	0.6941448382126348	0.0	0.0	0.12519260400616333	0.0	0.0
SRR26464294	0.19345955249569707	0.0	0.2117039586919105	0.02547332185886403	0.0	0.5693631669535284	0.0	0.0
SRR26464295	0.49445438282647586	0.0	0.016100178890876567	0.008944543828264758	0.0	0.4805008944543828	0.0	0.0
SRR26464296	0.5488126649076517	0.0	0.09938434476693052	0.0	0.0	0.3518029903254178	0.0	0.0
