sample_id	Acidaminococcaceae	Aerococcaceae	Anaerovoracaceae	Bacteroidaceae	Bacteroidia (c)	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Chlorobiaceae	F082	Family XI	Flavobacteriaceae	Fusobacteriaceae	Gammaproteobacteria (c)	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Moraxellaceae	Neisseriaceae	Pasteurellaceae	Peptostreptococcaceae	Pirellulaceae	Porphyromonadaceae	Prevotellaceae	Proteobacteria (p)	Rikenellaceae	Selenomonadaceae	Spirochaetaceae	Streptococcaceae	Synergistaceae	Tannerellaceae	Veillonellaceae
SRR26464278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14575866188769415	0.0	0.0	0.0	0.0	0.014336917562724014	0.0	0.023894862604540025	0.0	0.027479091995221028	0.0	0.0	0.48984468339307047	0.0	0.0	0.2532855436081243	0.025089605734767026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02031063321385902
SRR26464279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021739130434782608	0.0	0.0	0.0	0.03130434782608696	0.021739130434782608	0.0	0.023478260869565216	0.0	0.0	0.0	0.0	0.31217391304347825	0.0	0.0	0.26260869565217393	0.15391304347826087	0.0	0.0	0.0	0.0	0.12869565217391304	0.0	0.0	0.04434782608695652
SRR26464280	0.0	0.010748065348237317	0.0	0.0	0.0	0.0	0.02880481513327601	0.01117798796216681	0.0	0.0	0.0	0.029664660361134996	0.009028374892519347	0.0	0.029664660361134996	0.02708512467755804	0.0	0.0	0.23258813413585555	0.040412725709372314	0.0	0.0	0.05588993981083405	0.09071367153912296	0.0	0.04858125537403268	0.0	0.12381771281169389	0.21797076526225279	0.005588993981083405	0.008598452278589854	0.029664660361134996
SRR26464291	0.030927835051546393	0.0	0.0	0.0	0.2920962199312715	0.0	0.0	0.0	0.015654830087819777	0.0	0.0	0.0	0.037418862161130204	0.0	0.030927835051546393	0.006872852233676976	0.049637266132111495	0.008781977854142803	0.09316533027873235	0.0	0.0	0.1244749904543719	0.14585719740358916	0.10843833524245895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05574646811760214
SRR26464292	0.0	0.0	0.0	0.0076882290562036056	0.0	0.037645811240721104	0.0	0.028101802757158005	0.0	0.020678685047720042	0.0	0.005302226935312832	0.012725344644750796	0.0	0.0	0.4077412513255567	0.0	0.0	0.0	0.15349946977730647	0.024390243902439025	0.0	0.09809119830328739	0.08960763520678686	0.0	0.006362672322375398	0.0	0.020943796394485684	0.01007423117709438	0.0	0.0	0.07714740190880169
SRR26464293	0.0	0.0	0.0	0.0	0.0	0.013097072419106317	0.0	0.015793528505392913	0.0	0.0	0.0	0.0	0.0	0.0	0.06702619414483821	0.014637904468412942	0.38058551617873654	0.012326656394453005	0.0963020030816641	0.0065485362095531584	0.0	0.0	0.1406009244992296	0.026964560862865947	0.010015408320493066	0.0	0.020416024653312787	0.0	0.18682588597842836	0.0	0.0	0.008859784283513097
SRR26464294	0.0	0.0	0.005507745266781412	0.006196213425129088	0.0	0.0	0.0	0.04991394148020654	0.0	0.0	0.009982788296041309	0.010327022375215147	0.02547332185886403	0.0	0.022375215146299483	0.0	0.0	0.0	0.05576592082616179	0.5135972461273666	0.017900172117039585	0.0	0.049569707401032705	0.12736660929432014	0.0	0.0	0.00929432013769363	0.0	0.08055077452667814	0.0	0.0	0.016179001721170396
SRR26464295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008944543828264758	0.0	0.0	0.0	0.0	0.006797853309481216	0.15742397137745975	0.31627906976744186	0.0	0.0	0.21574239713774598	0.2787119856887299	0.0	0.0	0.0	0.0	0.016100178890876567	0.0	0.0	0.0
SRR26464296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03605980650835532	0.025505716798592787	0.0	0.0	0.0	0.021108179419525065	0.0	0.04397537379067722	0.0	0.01759014951627089	0.04309586631486367	0.2700087950747581	0.036939313984168866	0.0	0.06508355321020229	0.1644678979771328	0.0	0.25769569041336854	0.0	0.0	0.0	0.0	0.0	0.018469656992084433
