contrast	feature_id	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.feces	rab.win.saliva	diff.btw	diff.win	effect	overlap	significant	status	detail
feces_vs_saliva	Faecalibacterium sp.	0.000241123037381108	0.00257940482160133	0	0	4.10485298331101	11.7752108007917	-3.54188601511866	-14.9754571349438	3.73149962378185	-3.91048329151602	0.000219271997703997	yes	ok	
feces_vs_saliva	Dorea dorea	0.000266999796213934	0.00283572626872609	0	0	4.01613159609756	9.33242589198325	-3.79589721233028	-13.3191976646895	3.4429674028941	-3.70021997400613	0.000219271997703997	yes	ok	
feces_vs_saliva	Agathobacter sp.	0.000276854163522272	0.002893959092345	0	0	4.84751323442754	10.8840739293921	-3.6493226900642	-14.8298906639569	3.11650430741585	-5.16427116360868	0.000219271997703997	yes	ok	
feces_vs_saliva	Gemmiger sp.	0.000278207165297332	0.00291840258704127	0	0	3.91904048352703	10.6264793009471	-3.76333967948847	-14.1431170326239	3.59079826740633	-3.93533074542704	0.000219271997703997	yes	ok	
feces_vs_saliva	Ruminococcaceae (f)	0.000327255045659549	0.00307895766804303	0	0	3.84949139625547	10.7420451463793	-4.00863401587211	-14.1073463012537	3.57839973155957	-3.95862027234984	0.000219271997703997	yes	ok	
feces_vs_saliva	Mediterraneibacter sp.	0.000317036941712662	0.00312103350709315	0	0	4.57973627387849	9.5830720514552	-3.52528554053795	-13.5931813002644	3.18056362147448	-4.57734893333403	0.000219271997703997	yes	ok	
feces_vs_saliva	Collinsella sp.	0.000408430253683157	0.00380966703034149	0	0	4.19113348903651	9.08974793842481	-3.62037328294891	-13.3316659212829	2.9595234643566	-4.59749753633348	0.000219271997703997	yes	ok	
feces_vs_saliva	Fusobacterium sp.	0.000338534967837872	0.00416794021921312	0.00793650793650794	0.0531587673242348	4.01952829996609	-3.08000331682107	10.0691148574093	12.7184391466616	3.45947912857084	3.8415129939912	0.000219271997703997	yes	ok	
feces_vs_saliva	Coprococcus sp.	0.000521710163707423	0.00444188854035525	0	0	4.59293538884016	9.37400876116664	-3.78028533041469	-13.7070916781774	3.01323301474255	-4.67343989066107	0.000219271997703997	yes	ok	
feces_vs_saliva	Roseburia sp.	0.00050446352474668	0.00472335757578067	0	0	2.84797643255016	7.48530497540725	-3.84442241707552	-11.976944413666	3.80049862758739	-3.21761339584514	0.000219271997703997	yes	ok	
feces_vs_saliva	Dorea sp.	0.000676509669635129	0.00566013509951486	0	0	2.96325687818411	9.14668081633616	-3.58116751215561	-13.2226909638006	3.73756676007001	-3.43362358245592	0.000219271997703997	yes	ok	
feces_vs_saliva	Monoglobus sp.	0.000713985880027858	0.00616642738435371	0	0	2.8725583937164	6.79776472556179	-3.72606950429622	-11.1252808311296	3.63127021568104	-3.19034404816205	0.000219271997703997	yes	ok	
feces_vs_saliva	Blautia sp.	0.000778590597544385	0.00661061206189093	0	0	2.31565381641372	9.56785244314713	-3.63735952534288	-13.0985974474874	4.12899474626378	-3.01616186855683	0.000219271997703997	yes	ok	
feces_vs_saliva	Porphyromonas sp.	0.000613896544124992	0.00691207360679278	0.00793650793650794	0.0531587673242348	4.55767970774099	-3.02909922534985	9.62868732165639	12.7251252805747	2.68890830768273	4.97260055072415	0.000219271997703997	yes	ok	
feces_vs_saliva	Treponema denticola	0.00054952391833138	0.00701448211037336	0.00793650793650794	0.0531587673242348	1.43246454697384	-3.30116792155668	7.91654785117962	10.7732778570999	4.05709454778699	2.76224141285152	0.000219271997703997	yes	ok	
feces_vs_saliva	UCG-002 sp.	0.000785586807918263	0.00709436898409157	0	0	1.16315638114549	9.45466134193895	-3.53639447478365	-12.699758359205	4.92546279514564	-2.62866352802712	0.000219271997703997	yes	ok	
feces_vs_saliva	Phascolarctobacterium sp.	0.000805097542298797	0.00738516338162494	0	0	2.29185602736943	9.24024353942892	-3.57390760080132	-12.1979256084148	4.95297857666272	-2.54144635519852	0.000219271997703997	yes	ok	
feces_vs_saliva	Neisseria sp.	0.00089095718577904	0.0079220119115515	0.00793650793650794	0.0531587673242348	4.00531666910413	-3.24636774307284	7.38962684905784	11.5700856158587	3.61486551481852	3.41357944160688	0.000219271997703997	yes	ok	
feces_vs_saliva	Ruthenibacterium sp.	0.00105165823201962	0.00847074400416283	0	0	1.25727050702066	7.32813756669912	-3.69922420695334	-10.4389001878317	3.70504034944647	-2.76606949114612	0.000219271997703997	yes	ok	
feces_vs_saliva	Bacteroides sp.	0.000993022339065579	0.00884068879932431	0	0	1.60079807940934	9.84315463978077	-3.74685081059769	-12.6961217964928	5.04397837874574	-2.48525675837684	0.000219271997703997	yes	ok	
feces_vs_saliva	Campylobacter sp.	0.00108554733756794	0.00958402707408959	0.00793650793650794	0.0531587673242348	2.76313933525578	-3.16223372278178	7.53134694023881	10.6692927533414	3.20340374350687	3.48060771820199	0.000219271997703997	yes	ok	
feces_vs_saliva	Fusicatenibacter sp.	0.00123717904830625	0.00990485386060027	0	0	2.60921311758295	6.54279341594165	-3.72427655565526	-10.4015031795858	2.76526236765979	-3.81663643845965	0.000219271997703997	yes	ok	
feces_vs_saliva	Tannerella forsythia	0.00132144063178193	0.00996277540410864	0.00793650793650794	0.0531587673242348	1.97874234586928	-3.07243859518734	7.89711589114414	10.5339684152195	3.89637403759244	2.9644474941705	0.000219271997703997	yes	ok	
feces_vs_saliva	Romboutsia sp.	0.00146888229421619	0.0101837110907941	0	0	3.00403568368818	6.83697233031464	-3.77648473974861	-11.2319880745913	3.78383307707628	-3.1752085398095	0.000219271997703997	yes	ok	
feces_vs_saliva	Lachnospiraceae UCG-010 sp.	0.00134709331737496	0.0104647615475915	0	0	3.09603905418221	6.56085946177425	-3.61996732326149	-10.7548628762405	2.92066468557778	-3.72100470324448	0.000219271997703997	yes	ok	
feces_vs_saliva	Haemophilus sp.	0.00122902485709259	0.0109183313165366	0.00793650793650794	0.0531587673242348	3.34134420518067	-3.34076485066196	7.35016658266371	10.9818740961794	3.04059864244519	3.66426456924948	0.000219271997703997	yes	ok	
feces_vs_saliva	Fusobacterium nucleatum	0.00135541581594194	0.0113722438505228	0.00793650793650794	0.0531587673242348	2.58196921648231	-3.17864323609259	7.82823212393062	10.4883420421137	3.44030129229434	3.04490134850962	0.000219271997703997	yes	ok	
