sample_id	Abiotrophia sp.	Acholeplasma genomosp.	Acutalibacter sp.	Agathobacter sp.	Aggregatibacter sp.	Akkermansia sp.	Alistipes alistipes	Alistipes sp.	Alloprevotella sp.	Anaeroglobus geminatus	Bacteroides coprocola	Bacteroides dorei	Bacteroides sp.	Bacteroides stercoris	Bacteroides vulgatus	Barnesiella sp.	Bergeyella sp.	Bifidobacterium longum	Bifidobacterium sp.	Bilophila sp.	Blautia sp.	CAG-352 sp.	CAG-56 sp.	Campylobacter concisus	Campylobacter sp.	Capnocytophaga capnocytophaga	Capnocytophaga gingivalis	Capnocytophaga granulosa	Capnocytophaga sp.	Capnocytophaga sputigena	Catenibacterium sp.	Catonella sp.	Centipeda sp.	Christensenellaceae R-7 group prokaryote	Christensenellaceae R-7 group sp.	Christensenellaceae R-7 group spirochete	Collinsella sp.	Coprococcus sp.	Defluviitaleaceae UCG-011 sp.	Desulfobulbus sp.	Dialister sp.	Dorea dorea	Dorea sp.	Enterocloster sp.	Erysipelotrichaceae UCG-003 sp.	Escherichia-Shigella sp.	F0058 sp.	Faecalibacterium sp.	Faecalimonas sp.	Family XIII AD3011 group sp.	Family XIII UCG-001 sp.	Filifactor alocis	Flexilinea sp.	Fretibacterium sp.	Fusicatenibacter sp.	Fusobacterium nucleatum	Fusobacterium periodonticum	Fusobacterium sp.	Gemella sp.	Gemmiger sp.	Granulicatella sp.	Haemophilus influenzae	Haemophilus sp.	Hafnia-Obesumbacterium alvei	Holdemanella sp.	Hornefia sp.	Howardella sp.	Hoylesella pleuritidis	Hoylesella sp.	Incertae Sedis bacteroidetes	Incertae Sedis candidatus	Incertae Sedis gut	Incertae Sedis peptostreptococcus	Incertae Sedis phylum	Incertae Sedis prevotellaceae	Incertae Sedis rumen	Incertae Sedis sp.	Kingella sp.	Klebsiella sp.	Lachnoanaerobaculum sp.	Lachnospiraceae (f)	Lachnospiraceae NK4A136 group sp.	Lachnospiraceae UCG-010 sp.	Lactobacillales (o)	Lancefieldella sp.	Lautropia sp.	Lentimicrobium genomosp.	Lentimicrobium sp.	Leptotrichia leptotrichia	Leptotrichia sp.	Mediterraneibacter sp.	Megasphaera micronuciformis	Mitsuokella sp.	Monoglobus sp.	Mycoplasma sp.	NK4A214 group sp.	Negativibacillus sp.	Neisseria elongata	Neisseria sp.	Oribacterium sp.	Parabacteroides distasonis	Parabacteroides johnsonii	Parabacteroides sp.	Parvimonas sp.	Pelospora genomosp.	Peptostreptococcales-Tissierellales (o)	Peptostreptococcus sp.	Phascolarctobacterium sp.	Phocaeicola abscessus	Porphyromonas gingivalis	Porphyromonas sp.	Prevotella intermedia	Prevotella jejuni	Prevotella melaninogenica	Prevotella pallens	Prevotella sp.	Prevotellaceae (f)	Pseudoleptotrichia sp.	Rikenellaceae RC9 gut group eubacterium	Rikenellaceae RC9 gut group sp.	Romboutsia sp.	Roseburia sp.	Rothia mucilaginosa	Rothia sp.	Ruminococcaceae (f)	Ruminococcus sp.	Ruthenibacterium sp.	Schaalia sp.	Segatella salivae	Segatella sp.	Selenomonadaceae (f)	Selenomonas sp.	Senegalimassilia sp.	Slackia sp.	Solobacterium sp.	Stomatobaculum sp.	Streptococcus anginosus	Streptococcus gordonii	Streptococcus salivarius	Streptococcus sp.	Succinivibrio sp.	TM7x sp.	Tannerella forsythia	Tannerella sp.	Thomasclavelia sp.	Treponema denticola	Treponema lecithinolyticum	Treponema maltophilum	Treponema medium	Treponema socranskii	Treponema sp.	Tyzzerella sp.	UCG-002 rumen	UCG-002 sp.	UCG-005 sp.	Veillonella sp.	Xylanibacter sp.	[Eubacterium] brachy group sp.	[Eubacterium] eligens group sp.	[Eubacterium] ruminantium group sp.	[Eubacterium] saphenum group saphenum	[Eubacterium] sulci group infirmum	[Eubacterium] sulci group sulci	[Eubacterium] ventriosum group sp.	[Eubacterium] xylanophilum group sp.	[Eubacterium] yurii group sp.	[Ruminococcus] gnavus group sp.
SRR23380923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011484509584096688	0.005660222580733368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016953323671761778	0.013070465669519565	0.0	0.0017500205080528287	0.007656339722731126	0.002980503677777474	0.0	0.0	0.0034180088047906813	0.0	0.0	0.0	0.0	0.0	0.0	0.010199338273495392	0.0031719121708457523	0.01003527385086544	0.0	0.0	0.0	0.0	0.0	0.009050887315085724	0.0	0.0	0.0	0.0	0.03467228131579667	0.001339859451477947	0.013207186021711191	0.0	0.02198463263241366	0.011922014711109897	0.05211779825544831	0.03376992699133193	0.0	0.025785458423340898	0.0	0.026769844959120614	0.0	0.0	0.005578190369418392	0.0	0.002625030762079243	0.0	0.0	0.0037461376500505864	0.0	0.0	0.0036367613682972847	0.0	0.0	0.005031308960651883	0.005578190369418392	0.0	0.0024062781985726396	0.0	0.0	0.0	0.0	0.008148532990620985	0.0	0.002734407043832545	0.0	0.004183642777063794	0.004894588608460255	0.0	0.0	0.0	0.0	0.006371168412129829	0.0	0.0	0.0	0.015312679445462251	0.005933663285116623	0.0	0.0	0.0	0.030078477482157993	0.0	0.004648491974515326	0.003472696945667332	0.0	0.0011484509584096688	0.05805146154056493	0.05796942932924995	0.0137540674304777	0.022011976702851987	0.03683246288042438	0.005277405594596812	0.009761833146482185	0.0	0.006015695496431599	0.0	0.0014765798036695742	0.0	0.0	0.0	0.047387274069618006	0.0	0.0	0.0	0.004074266495310492	0.006753985398266386	0.0013672035219162726	0.0020234612124360833	0.0	0.0	0.0	0.006699297257389735	0.0022422137759426867	0.011675918077164968	0.0	0.024363566760547975	0.11107161412047797	0.0	0.0031719121708457523	0.024308878619671324	0.0	0.0	0.013425938585217796	0.008011812638429356	0.0028984714664624977	0.027152661945257173	0.0014492357332312488	0.006535232834759782	0.0	0.0	0.0	0.0	0.05504361379234913	0.002433622269010965	0.007191490525279593	0.0	0.0	0.011812638429356594	0.0	0.0008203221131497635	0.0	0.0	0.0	0.0
SRR23380925	0.0017230466277516	0.0	0.0	0.0	0.006399887474505943	0.0	0.0	0.0	0.001371404458822702	0.0022856740980378367	0.0	0.0	0.0	0.0	0.0	0.0	0.0006681201209649061	0.0	0.0	0.0	0.0	0.0	0.0	0.007314157113721078	0.022434770377663688	0.002250509881144947	0.0019691961460018286	0.008017441451578873	0.017546944229552008	0.0018285392784302694	0.0	0.010971235670581616	0.0017933750615373796	0.0	0.0	0.0	0.0	0.0	0.0027779731345382937	0.0017933750615373796	0.014382164709191927	0.0	0.0	0.0	0.0	0.0	0.01012729446515226	0.0	0.0	0.0	0.0	0.04043884942682326	0.0	0.017863422181588016	0.0	0.03597299388142626	0.012272311695618538	0.13422181588016036	0.04458822702018426	0.0	0.009705323862437583	0.0016175539770729307	0.0056966031366481465	0.0	0.0	0.0037274069906463184	0.0	0.0	0.0	0.0	0.0008087769885364653	0.0	0.0	0.0005977916871791265	0.0	0.0	0.03396863351853154	0.0014417328926084815	0.0	0.003938392292003657	0.0014417328926084815	0.0	0.0	0.0018285392784302694	0.0034460932555032	0.004501019762289894	0.0	0.0	0.0	0.0068921865110064	0.0	0.0021098530135733877	0.0	0.0	0.0022856740980378367	0.0	0.0	0.0008087769885364653	0.01740628736198045	0.009810816513116253	0.0	0.0	0.0	0.022962233631057035	0.0	0.004008720725789437	0.016456853505872424	0.0	0.0018285392784302694	0.01388986567269147	0.04430691328504114	0.0	0.0	0.006083409522469934	0.01385470145579858	0.0012307475912511428	0.0	0.005661438919755257	0.0	0.0014065686757155917	0.0	0.0	0.0011252549405724734	0.020008439412054293	0.0	0.0	0.0	0.0021450172304662775	0.0022856740980378367	0.0	0.0	0.0026724804838596243	0.0	0.0	0.01023278711583093	0.0014065686757155917	0.01733595892819467	0.005766931570433926	0.012659118081440327	0.13278008298755187	0.0	0.018215064350516914	0.02384133905337928	0.005591110485969477	0.0	0.029819255925170547	0.0	0.0027779731345382937	0.0	0.006294394823827274	0.0026373162669667345	0.0	0.0	0.0	0.0	0.04483437653843449	0.0	0.006435051691398833	0.0	0.0	0.0	0.0	0.0038328996413249878	0.0	0.0	0.002566987833180955	0.0
SRR23380926	0.008885173833627441	0.0003095879384539178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011547630104331135	0.0	0.0	0.0	0.0	0.0	0.0	0.0010525989907433206	0.0013621869291972385	0.0020742391876412496	0.0016098572799603727	0.0017027336614965482	0.004055601993746324	0.002538621095322126	0.0	0.0013931457230426303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012383517538156713	0.0006501346707532275	0.0	0.0	0.0	0.0	0.0	0.0014860221045788055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001300269341506455	0.026655521500882327	0.006439429119841491	0.050462833967988605	0.0	0.04318751741432154	0.002105197981486641	0.03210426921767128	0.0	0.0	0.0	0.0	0.0	0.007894492430574905	0.00659422308906845	0.0	0.0	0.0	0.004148478375282499	0.008792297452091266	0.0	0.021021021021021023	0.0	0.0	0.007027646202903935	0.0	0.0	0.0	0.01492213863347884	0.0028172502399306525	0.0015479396922695892	0.0	0.0	0.0	0.002105197981486641	0.0	0.0019194452184142907	0.0	0.0	0.0	0.0	0.0	0.007863533636729514	0.19039658214915947	0.006563264295223058	0.0	0.0	0.0	0.010185443175133898	0.0	0.00012383517538156713	0.0009287638153617535	0.0	0.0001547939692269589	0.0	0.12120367790470883	0.0	0.007708739667502554	0.0267483978824185	0.01006160799975233	0.0018265688368781152	0.0	0.004272313550664066	0.0	0.0	0.0	0.0	0.010464072319742423	0.02811058481161574	0.0	0.0	0.0	0.0	0.004241354756818675	0.0011764341661248878	0.0	0.0	0.0	0.0	0.011950094424321229	0.0054177889229435625	0.000433423113835485	0.0017956100430327234	0.01352899291043621	0.19544286554595833	0.0	0.004736695458344943	0.00046438190768087673	0.001269310547661063	0.0	0.0003405467322993096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04798613046035726	0.0	0.0	0.0	0.0	0.0	0.0	0.004210395962973282	0.0	0.0	0.0005572582892170521	0.0
SRR23380927	0.0	0.0029773719730051607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03618215845290081	0.0	0.0029773719730051607	0.0	0.004763795156808257	0.0020983383428798278	0.0	0.005075710315884988	0.0014461521011739351	0.0	0.0	0.0	0.0	0.0	0.012561674133726535	0.0023251857312992685	0.015425622412521977	0.0	0.0	0.0	0.0	0.0	0.007996370441785288	0.0	0.0	0.0	0.0	0.06853626722622355	0.0016729994895933761	0.02174899336471389	0.0	0.03368683718028696	0.003062439743662451	0.11098508478421142	0.023421992854307266	0.0	0.005075710315884988	0.0	0.012590030057278965	0.0	0.0	0.004678727386150967	0.0	0.0	0.0001701355413145806	0.0	0.000822321783020473	0.0	0.0	0.0	0.0	0.0	0.015312198718312256	0.0014177961776215052	0.0001984914648670107	0.000822321783020473	0.0025803890432711395	0.0	0.0	0.001105881018544774	0.0	0.003941473373787785	0.001984914648670107	0.012022911586230364	0.00552940509272387	0.0018147791073555265	0.0	0.0	0.0	0.0	0.0007939658594680428	0.0	0.0	0.0017297113366982362	0.04278908864061703	0.0014745080247263653	0.0	0.0	0.0	0.009215675154539783	0.009187319230987354	0.00845006521862417	0.020784891963931264	0.0	0.0	0.08753473600635173	0.07976521295298587	0.0	0.0	0.0	0.0	0.0070322690410026655	0.01395111438779561	0.0	0.00845006521862417	0.0021550501899846876	0.0	0.0	0.0	0.032495888391084894	0.0	0.0	0.0	0.0	0.0	0.009158963307434924	0.004026541144445075	0.0046220155390461065	0.0	0.0	0.0024102535019565586	0.0	0.00822321783020473	0.0048772188510179774	0.004310100379969375	0.08747802415924687	0.0	0.0	0.03258095616174219	0.0	0.0	0.03867747972551466	0.001644643566040946	0.0	0.010491691714399138	0.007174048658764816	0.0018431350309079566	0.0	0.0	0.0	0.0	0.007542675664946407	0.0008790336301253332	0.0003969829297340214	0.0	0.0	0.009555946237168945	0.00816650598309987	0.0	0.0	0.0	0.0031191515907673115	0.0
SRR23380956	0.0	0.0	0.0	0.012686008471012932	0.0	0.0	0.0001230655631787835	0.0007794152334656288	0.0	0.0	0.0	0.0	0.03518649560553385	0.0	0.004389338420043278	0.0	0.0	0.0	0.06791167994749203	0.0001743428811699433	0.006132767231742711	0.006471197530484365	0.0016101077849224174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016818960301100413	0.0	0.0	0.0024100339455845102	0.04549323652175696	0.030489493277543613	0.009701668563927433	0.017567609143771343	0.0	0.0	0.0	0.004666235937195541	0.015249874370570921	0.0003589412259381185	0.00015383195397347937	0.0005640504979027577	0.0	0.04564706847573045	0.00026664205355403093	0.0	0.0	0.0	0.0	0.0	0.0015690859305294896	0.0	0.0	0.0	8.204370878585566e-05	0.005496928488652329	5.127731799115979e-05	0.0	0.0	0.0	0.024807966444123107	0.0	0.004297039247659191	0.0	0.0	0.0	5.127731799115979e-05	0.0	0.0	0.00011281009958055154	0.0	0.0015588304669312575	0.21982586222810202	0.0	0.0	0.0	0.024110594919443333	0.004604703155606149	0.0016511296393153453	0.0	8.204370878585566e-05	0.0	0.0	0.0	0.0	0.0	0.017208667917833226	0.0	0.014019218738783087	0.0009332471874391082	0.0	0.014480714600703526	0.0	0.0	0.0	5.127731799115979e-05	0.005168753653508907	0.0013434657313683865	0.0	2.0510927196463916e-05	0.0	0.0	0.0	0.056538370817052784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003127916397460747	0.013691043903639665	0.0	0.0	0.004861089745561948	0.0	0.0009435026510373402	0.0	0.0	0.05443600077941523	0.0	0.0	0.0	0.002399778481986278	0.00022562019916110308	0.0	0.0	0.0	0.0001948538083664072	0.0007076269882780052	0.06962434236839676	0.000246131126357567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012614220225825309	0.05584099929237301	0.01047082833379483	0.0	0.0	0.0	0.0007999261606620927	0.045800900429703924	0.0	0.0	0.00013332102677701547	0.000482006789116902	0.000482006789116902	0.0	0.0
SRR23380958	0.0	0.0	0.0	0.06768788302635052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.987602725490526e-05	0.0004044421226470737	0.0	0.0	0.0	0.010397532903051853	0.0	0.00011796228577206317	0.04570757711082276	0.0	0.04683102745150908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030709515062660443	0.05194834375333524	0.0	0.0	1.685175511029474e-05	0.008083225201238043	0.0205984619964836	0.00953247614072339	0.10348101088061655	0.0	0.0	0.26284805895867386	0.0001629002993995158	0.0	0.0	0.0	0.0	0.0	0.0019548035927941894	0.0	0.0	0.0	0.0006122804356740421	0.02606966515562596	0.001095364082169158	0.0	0.0	0.0	0.0	0.0	0.006038545581188948	0.0	0.0	0.0	5.617251703431579e-05	0.0	0.0	0.0007358599731495368	0.0	0.0015952994837745685	0.009493155378799368	0.0	0.0	0.0	0.0008369705038113053	0.009139268521483179	0.0031344264505148212	0.0	0.00022469006813726316	0.0	0.0	0.0	0.0	0.0	0.03234413530835903	0.0	0.0	0.014705964959583874	0.0	0.0	0.0019997416064216423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011537834998848463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018368413070221263	0.027238053509939728	0.0	2.8086258517157895e-05	0.04680855844469535	0.02724928801334659	7.302427214461053e-05	0.00044376288457109476	0.0	0.0	0.0	0.0	0.01604848811670402	0.0	0.0004269111294608	0.0	0.00012919678917892632	0.0	0.013531959353566674	0.013812821938738253	0.0	0.00014604854428922106	0.0	0.0	0.007763041854142443	0.0	0.0	0.0	0.0	0.0	0.0	0.023137459766434675	0.0	0.0038478174168506316	0.0	0.0007414772248529684	0.0	0.0	9.549327895833685e-05	0.0	0.0	0.0	2.2469006813726315e-05	0.013913932469400021	0.005982373064154631	0.0	0.0
SRR23380959	0.0	0.0	0.0058699993114370306	0.02598751405816062	0.0	3.4428148454176133e-05	0.0006541348206293466	0.001939452362918589	0.0	0.0	0.0	0.006202804746494067	0.033320709678900134	0.0	0.0	0.006673322775367807	0.0	0.09300190502421446	0.049467511303908744	0.013662236911565562	0.025109596272579127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026509674309715624	0.06588973811655076	0.0	0.00883655810323854	0.0230840735385251	0.0	0.0	0.1505428171406275	0.011263742569257959	0.005651954371227248	0.00039018568248066284	0.017420643117813123	0.02558585232619523	0.0	0.06389290550620855	0.0003557575340264867	0.0009926782804287452	0.0	0.0	0.0	0.0	0.0015435286556955633	0.0	0.0	0.0	6.885629690835227e-05	0.1241708554247286	4.0166173196538825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005508503752668182	0.0	0.0	0.0	0.0012508893938350662	0.12523812802680806	0.0	0.0	0.0	0.006283137092887144	0.008406206247561339	0.001532052606210838	0.0	2.8690123711813446e-05	0.0	0.0	0.0	0.0	0.0	0.00416006793821295	0.0	0.0	0.0014402442103330349	0.0	0.001623861002088641	0.0	0.0	0.0	0.0	0.0	0.0	0.0016640271752851798	2.2952098969450758e-05	0.0	0.0	0.0	0.00020083086598269412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2952098969450758e-05	0.0	0.0	0.0	0.0	0.0015951708783768276	0.002840322247469531	0.0	4.5904197938901516e-05	0.02831715210355987	0.00012623654433197915	0.0030296770639675	0.00022378296495214486	0.0	0.0	0.0	0.0	0.0	0.0	0.00033280543505703595	0.0	0.00021804494020978218	0.00026968716289104636	0.0017960017443595217	0.0012681034680621544	0.0	0.0003787096329959375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017185384103376253	0.002174711377355459	0.00029837728660285983	0.0	0.0	0.006001973880511373	0.0040453074433656954	0.0	0.0	0.00014345061855906724	0.00802175858982304	0.0	0.0	0.0
SRR23380960	0.00015960541422753555	0.0	0.0	0.04104433426522301	0.0	0.29830251919126394	7.207986448985475e-05	0.0	0.0	0.0	0.0009009983061231845	3.603993224492738e-05	0.0004118849399420272	0.0	0.0	0.0	0.0	0.02296773396351729	0.007588980018431851	0.004221820634405779	0.007300660560472432	0.0	0.0033002280812854928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20319313799690056	0.0	0.0	0.0	0.0	0.0	0.012711798958960815	0.00469548831533911	0.0	0.0	0.0	0.06345087499806928	0.030788399260666535	0.006852735688285478	0.001122386461342024	0.037615392140205636	0.0	0.001302586122566661	0.0061267884816376544	0.0012356548198260817	0.0045410314628608495	0.0	0.0	0.0	0.002167544496444918	0.0	0.0	0.0	0.0022035844286898455	0.015332416889341963	0.0006281245334115915	0.0	0.0	0.0	0.0	0.0	0.002013087643966658	0.0	0.0	0.0	0.0	0.0	0.0	0.00016475397597681088	0.0	0.0	0.0002316852787173903	0.0	0.0	0.0	0.024831513316754966	0.0	0.003948946861694186	2.57428087463767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.024960227360486847	0.0	0.0	0.003150919790556508	0.0	0.0	0.006013520123153597	0.0	0.0	0.0	0.0	0.0	2.57428087463767e-05	0.0	0.0	0.0	0.0	0.00037069644594782446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012922889990681103	0.001379814548805791	0.0	4.118849399420272e-05	0.020913457825556432	0.0	0.0022911099784275264	0.0	0.0	0.0	0.0	0.0	0.0	0.003423793563268101	0.00020079390822173827	0.0	0.0003861421311956505	0.0	0.05213948483491137	0.005421435521986933	0.0	0.00053030186017536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020079390822173825	0.0	5.663417924202874e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.118849399420272e-05	0.0	0.0	0.0	0.06386275993801131
SRR23380961	0.0	0.0	0.0034665702055826854	0.08081630192319286	0.0	0.0	0.023210948333031892	0.0014469162597214686	0.0	0.0	0.055645987821788145	0.0	0.04099596069210828	0.0385241454150841	0.023512389220473866	0.006842708144932779	0.0	0.0033761379393500933	0.005606800506420691	0.004521613311629589	0.0008440344848375233	0.0	0.06713088563332731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004823054199071562	0.0	0.0	0.008952794357026587	0.02025682763610056	0.0	0.0	0.0	0.010912160125399408	0.0016579248809308494	0.0008440344848375233	0.0013564839934888768	0.0	0.0	0.16657623440043406	0.0	0.0014167721709772714	0.00792789533972388	0.0	0.0	0.0	0.0012961958160004822	0.0	0.0	0.0	0.000572737686139748	0.014589738952191475	0.0007536022186049316	0.0	0.0	0.008138903960933261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010640863326701633	0.0	0.1145776813166938	0.0	0.02818472297582444	0.0	0.0028335443419545427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03270633628745403	0.0	0.0	0.00473262193283897	0.0	0.006089105926327847	0.012359076385120878	0.0	0.0	0.0	0.007385301742328329	0.024657864592753362	0.006752275878700187	0.0	0.0	0.0	0.0	0.026828238982335564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026828238982335565	0.001386628082233074	0.0	0.0	0.01465002712967987	0.00036172906493036716	0.007536022186049316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048230541990715623	0.012178211852655694	0.0014167721709772714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03150057273768614	0.0	0.0	0.0	0.0	0.0	0.0007536022186049316	0.0	0.0	0.0	0.016910833785494666	0.0	0.0	0.026376077651172607
SRR23381000	0.0007786082932906211	0.044847837693539776	0.0	0.0	0.0	0.0	0.0	0.0	0.002224595123687489	0.0010678056593699946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044491902473749775	0.025516106068695497	0.0	0.0	0.0	0.0002447054636056238	0.0	0.0	0.012524470546360562	0.0007118704395799964	0.0	0.0	0.0	0.0	0.0	0.009120840007118705	0.00304769531945186	0.006451325858693718	0.0	0.0	0.0	0.0	0.0	0.00800854244527496	0.0	0.0	0.0	0.0	0.054702794091475354	0.0008898380494749955	0.013191849083466808	0.0	0.0030921872219256095	0.0013347570742124934	0.12319807794981313	0.014637835913863678	0.0	0.008053034347748709	0.002135611318739989	0.00914308595835558	0.0	0.0	0.003603844100373732	0.0	0.006495817761167468	0.0	0.0	0.0013125111229756183	0.0	0.01292489766862431	0.0014237408791599928	0.0	0.0	0.05541466453105535	0.00028919736607937356	0.0	0.0	0.0013570030254493682	0.0	0.0	0.002447054636056238	0.0	0.0005339028296849973	0.0010900516106068696	0.00028919736607937356	0.0031144331731624846	0.0010900516106068696	0.0	0.0	0.0	0.0	0.006406833956219968	0.0	0.0	0.0	0.007496885566826837	0.000600640683395622	0.0	0.0	0.0	0.013681260010678056	0.0	0.007207688200747464	0.005116568784481224	0.0	0.003181171026873109	0.1299608471258231	0.0544803345791066	0.0	0.0	0.0076303612742480865	0.000600640683395622	0.0030921872219256095	0.007229934151984339	0.0	0.0	0.0026250222459512367	0.0	0.0	0.0	0.008965118348460581	0.0	0.0	0.0	0.0	0.0003781811710268731	0.0005783947321587471	0.0018464139526606158	0.0	0.0	0.0	0.0015572165865812423	0.0	0.003381384588004983	0.0034703683929524828	0.006584801566114967	0.13418757786082933	0.0	0.0	0.017952482648158036	0.0	0.0	0.020199323723082398	0.0019353977576081153	0.0	0.007074212493326215	0.003626090051610607	0.02271311621284926	0.0	0.0	0.0	0.0	0.0248042356291155	0.04584890549919914	0.0014237408791599928	0.0	0.0	0.006317850151272468	0.0003781811710268731	0.0	0.0	0.0	0.0007118704395799964	0.0
